project_key,nk_company_id,nk_project_id,nk_org_id,nk_employee_id,nk_level_number,project_type,project_name,project_long_name,billable_project_flag,active_flag,project_classification,project_end_date,project_start_date,account_group_code,time_collection_project_flag,revenue_formula_code,revenue_formula_description,bill_info_flag,project_total_value,project_level2_value,proj_link_name,proj_link_cust_id,customer_name,supervisor_id,supervisor_name,pm_id,project_manager,project_classification_type,project_linked_project_name,linked_project_contract_value,billing_currency_cd,contract_value_usd,row_is_current,Client Go Live,Complexity,Country,City,Project Status,Risk Metric
PRJ2027-142,COMP62218,PROJ5032,ORG81109,,LVL1,IT Infrastructure,Data Analytics Platform Implementation,,,,Enterprise,,06/03/2024,ACC121,SUP9145,,,,,,,,"Lynch, Thompson and Davila",SUP1694,Elizabeth Turner,PM2585,Jennifer Reeves,,,,,12328,,,Medium,Canada,Port Eric,In Progress,Medium
PRJ2024-195,COMP40947,PROJ6114,ORG43788,,LVL3,IT Consulting,Data Analytics Platform Implementation,,,,Small Business,31/05/2024,28/03/2024,ACC356,SUP3993,,,,,,,,Alexander PLC,SUP9542,Alexandria Martinez,PM5430,Rachel Martinez,,,,,24990,,07/06/2024,High,UK,Sarahborough,In Progress,Low
PRJ2025-796,COMP67176,PROJ7819,ORG95463,,LVL2,Software Development,Network Troubleshooting & Support,,,,Small Business,25/02/2024,06/12/2023,ACC353,SUP5906,,,,,,,,Dawson and Sons,SUP6548,Jennifer Lyons,PM5443,Harold Young,,,,,36142,,10/03/2024,High,Brazil,Christopherside,Completed,Medium
PRJ2023-733,COMP19310,PROJ8535,ORG98996,,LVL2,IT Consulting,Mobile App Development,,,,Enterprise,,11/07/2024,ACC679,SUP2290,,,,,,,,Kaiser LLC,SUP9665,Eric Curry,PM2776,Sherry Murphy,,,,,36263,,,Low,Spain,Porterside,In Progress,Medium
PRJ2022-327,COMP44071,PROJ9371,ORG68962,,LVL2,Software Development,Web Application Development,,,,Small Business,,11/12/2024,ACC605,SUP2204,,,,,,,,Campbell-Armstrong,SUP7967,Jennifer Gonzalez,PM9078,Cesar Fowler,,,,,36294,,,High,Japan,East Staceyhaven,Completed,Medium
PRJ2025-373,COMP82004,PROJ7844,ORG81444,,LVL3,Software Development,Cloud Security Optimization,,,,Enterprise,24/08/2026,19/10/2024,ACC684,SUP3987,,,,,,,,Fox-Santos,SUP2410,Mr. Robert Hancock,PM8051,Ashley Webb,,,,,44620,,08/09/2026,Medium,Brazil,Belltown,Completed,High
PRJ2028-324,COMP95580,PROJ2980,ORG85224,,LVL3,IT Consulting,Network Troubleshooting & Support,,,,Small Business,,08/05/2021,ACC438,SUP1346,,,,,,,,"Baker, Wilson and Chang",SUP7775,Maria Jackson,PM9111,David Schultz,,,,,20491,,,Low,Italy,Harrisside,In Progress,Low
PRJ2023-171,COMP53368,PROJ5518,ORG25781,,LVL3,IT Infrastructure,CRM Implementation,,,,Enterprise,14/03/2023,22/12/2022,ACC145,SUP8677,,,,,,,,Johnson Ltd,SUP5889,John Evans,PM4219,Shawn Bell,,,,,18840,,31/03/2023,Low,Germany,Chadtown,Completed,Medium
PRJ2022-194,COMP79126,PROJ9284,ORG32205,,LVL3,Software Development,IT Audit and Compliance,,,,Small Business,25/06/2026,02/02/2024,ACC686,SUP9119,,,,,,,,Lewis LLC,SUP2735,Nicholas Davis,PM7290,Nicole Haley,,,,,25558,,14/07/2026,Medium,USA,North Karla,Completed,Medium
PRJ2027-897,COMP95089,PROJ8484,ORG12019,,LVL2,Software Development,Network Troubleshooting & Support,,,,Enterprise,22/06/2023,19/06/2022,ACC425,SUP4836,,,,,,,,"Miller, Schwartz and Pearson",SUP2199,Sharon Carpenter,PM9559,Jennifer Gibson,,,,,39852,,19/07/2023,Low,Spain,West Brandon,Completed,Medium
PRJ2025-616,COMP87324,PROJ6810,ORG57203,,LVL1,IT Consulting,Mobile App Development,,,,Enterprise,,03/09/2024,ACC909,SUP3986,,,,,,,,"Roberts, Macias and Davis",SUP4158,Scott Jordan MD,PM7149,Sean Downs,,,,,40447,,,High,UK,Port Laurentown,In Progress,High
PRJ2024-310,COMP59649,PROJ6155,ORG70212,,LVL1,IT Consulting,CRM Implementation,,,,Small Business,16/07/2024,12/04/2022,ACC933,SUP7573,,,,,,,,Harris-Erickson,SUP8835,Ryan Perez,PM8510,Tyler Blankenship,,,,,33910,,17/07/2024,Medium,Brazil,Haasberg,In Progress,Medium
PRJ2025-246,COMP47292,PROJ4728,ORG70060,,LVL1,IT Infrastructure,E-commerce Platform Integration,,,,Small Business,13/12/2023,09/07/2021,ACC352,SUP7250,,,,,,,,Burton Ltd,SUP5143,Courtney Stewart DDS,PM7563,Thomas Cole,,,,,41651,,24/12/2023,High,USA,Jeremiahberg,In Progress,Medium
PRJ2026-452,COMP22079,PROJ7354,ORG74586,,LVL1,Software Development,Client Portal Revamp,,,,Enterprise,,13/01/2024,ACC816,SUP6521,,,,,,,,Ward PLC,SUP4733,Wesley Martin Jr.,PM2615,Adam Bruce,,,,,20963,,,High,Brazil,East Glennhaven,Completed,Medium
PRJ2024-798,COMP71325,PROJ8741,ORG63688,,LVL3,IT Infrastructure,Cloud Security Optimization,,,,Small Business,16/05/2021,03/06/2021,ACC695,SUP8538,,,,,,,,Smith LLC,SUP8115,Krista Kim,PM2398,Bethany Brown,,,,,45591,,14/06/2021,Low,Australia,Alexborough,Completed,High
PRJ2025-967,COMP36695,PROJ6365,ORG65440,,LVL1,IT Infrastructure,Cloud Security Optimization,,,,Small Business,01/02/2023,27/02/2023,ACC118,SUP6917,,,,,,,,Reese Group,SUP4974,Kevin Graham,PM3876,Scott Morrison,,,,,23399,,15/02/2023,Low,Germany,Freemanborough,Completed,High
PRJ2021-803,COMP86356,PROJ4359,ORG12828,,LVL2,Software Development,Network Troubleshooting & Support,,,,Enterprise,16/06/2024,25/04/2024,ACC445,SUP6471,,,,,,,,"Wilson, Riley and Murphy",SUP6376,Michael Bauer MD,PM5660,Heidi Kennedy,,,,,36566,,20/06/2024,High,Germany,Brianside,Completed,Medium
PRJ2023-344,COMP72031,PROJ3592,ORG75506,,LVL1,IT Consulting,Cloud Security Optimization,,,,Small Business,,08/03/2022,ACC776,SUP6938,,,,,,,,Hawkins-Bryant,SUP4283,Shelia Beasley,PM6314,Christopher Jones,,,,,35283,,,High,Spain,East Natasha,Completed,High
PRJ2028-537,COMP67055,PROJ1136,ORG61621,,LVL2,IT Infrastructure,Infrastructure Upgrade,,,,Small Business,,16/09/2021,ACC630,SUP4042,,,,,,,,"Curtis, Flores and Sims",SUP1384,Nicole Reese,PM4230,Brittney Bennett,,,,,19118,,,High,USA,Lake Jenniferport,Completed,High
PRJ2024-180,COMP80224,PROJ6485,ORG49752,,LVL3,IT Consulting,Managed Helpdesk Services,,,,Small Business,31/10/2022,14/03/2022,ACC986,SUP4744,,,,,,,,Johnson-Hunter,SUP3155,Brian Reynolds,PM4908,Joe Marsh,,,,,47924,,01/11/2022,High,Japan,South Jonathan,In Progress,Medium
PRJ2028-806,COMP30595,PROJ2720,ORG97031,,LVL2,IT Consulting,Web Application Development,,,,Enterprise,02/05/2025,12/09/2024,ACC924,SUP4588,,,,,,,,Hanna Ltd,SUP7044,Brandon Cannon,PM3777,Donna Davis,,,,,43438,,10/05/2025,Low,Germany,Greenburgh,In Progress,Medium
PRJ2021-419,COMP32268,PROJ7702,ORG82690,,LVL2,IT Consulting,Client Portal Revamp,,,,Small Business,17/07/2022,09/04/2021,ACC117,SUP4675,,,,,,,,"Owen, Ruiz and Jones",SUP2864,Jacob Williams,PM6643,Dylan Mcbride,,,,,24665,,27/07/2022,High,Germany,North Kelly,Completed,Medium
PRJ2027-435,COMP22882,PROJ5038,ORG72628,,LVL2,IT Infrastructure,E-commerce Platform Integration,,,,Enterprise,01/12/2024,01/01/2024,ACC977,SUP9099,,,,,,,,Cobb LLC,SUP7232,Karen Adams,PM6700,Lisa Stevens,,,,,46536,,17/12/2024,High,Germany,East Jermainefurt,In Progress,High
PRJ2024-495,COMP67046,PROJ5716,ORG62475,,LVL1,IT Consulting,Web Application Development,,,,Small Business,07/05/2024,14/02/2024,ACC934,SUP3904,,,,,,,,Watson and Sons,SUP1532,Cheryl Burns,PM6166,Edward Todd,,,,,35630,,24/05/2024,High,UK,North Howardport,In Progress,High
PRJ2027-734,COMP46230,PROJ6190,ORG34286,,LVL3,Software Development,Network Troubleshooting & Support,,,,Small Business,04/10/2021,17/10/2021,ACC303,SUP7485,,,,,,,,Stone-Nelson,SUP8003,Lisa Livingston,PM3365,Matthew Harmon,,,,,41017,,22/10/2021,High,France,Hillchester,In Progress,Medium
PRJ2026-942,COMP18338,PROJ6344,ORG73469,,LVL2,IT Consulting,Infrastructure Upgrade,,,,Enterprise,14/10/2022,05/03/2022,ACC603,SUP3093,,,,,,,,Stewart PLC,SUP7133,Kathryn Tucker,PM4963,Patrick Oliver,,,,,17276,,13/11/2022,High,France,Wyatthaven,In Progress,Medium
PRJ2024-982,COMP93240,PROJ4775,ORG22314,,LVL2,IT Consulting,Data Analytics Platform Implementation,,,,Small Business,14/07/2024,20/03/2022,ACC375,SUP4990,,,,,,,,"Benson, Dunn and Griffin",SUP9066,Kathleen Kennedy,PM6423,Linda Townsend,,,,,34375,,14/07/2024,Low,USA,Matthewborough,In Progress,Medium
PRJ2025-116,COMP46715,PROJ8649,ORG11285,,LVL2,Software Development,Infrastructure Upgrade,,,,Small Business,10/10/2023,02/03/2023,ACC621,SUP2253,,,,,,,,Bush Inc,SUP1426,Catherine Turner,PM5585,Kurt Velasquez,,,,,26408,,28/10/2023,Medium,Australia,Wallstad,Completed,Low
PRJ2021-314,COMP36008,PROJ8121,ORG87517,,LVL2,Software Development,E-commerce Platform Integration,,,,Enterprise,03/05/2026,12/06/2024,ACC550,SUP1522,,,,,,,,Bernard-Vasquez,SUP3831,Michael Riley,PM2900,Tracy Moore,,,,,13956,,23/05/2026,Medium,Japan,North Jasonborough,Completed,High
PRJ2025-847,COMP23354,PROJ2711,ORG77945,,LVL1,IT Consulting,Client Portal Revamp,,,,Enterprise,14/09/2023,21/04/2023,ACC263,SUP7236,,,,,,,,"Romero, Hayes and Hernandez",SUP9273,Selena Hernandez,PM8260,Joseph Spence,,,,,28001,,02/10/2023,Low,Germany,Lake Steveland,Completed,High
PRJ2023-257,COMP44557,PROJ1501,ORG72958,,LVL2,IT Consulting,Mobile App Development,,,,Small Business,,24/05/2024,ACC930,SUP7812,,,,,,,,Barnes-Bailey,SUP3078,Phyllis Weber,PM8642,Jennifer Murphy,,,,,24717,,,Low,UK,Waltersfort,Completed,Medium
PRJ2025-432,COMP35020,PROJ5560,ORG81448,,LVL2,IT Infrastructure,Data Analytics Platform Implementation,,,,Enterprise,13/12/2024,04/07/2023,ACC162,SUP7180,,,,,,,,Alexander-Murphy,SUP6499,Carl Rice,PM5816,Derrick Wilson,,,,,30363,,06/01/2025,Low,Australia,Mcneilstad,Completed,High
PRJ2022-317,COMP95823,PROJ3759,ORG92881,,LVL1,Software Development,Mobile App Development,,,,Small Business,,23/11/2024,ACC942,SUP6420,,,,,,,,Thomas-Schwartz,SUP7284,Craig Lucero,PM8877,Diane Stewart,,,,,12374,,,High,Australia,West Justinside,Completed,Medium
PRJ2025-292,COMP76199,PROJ2292,ORG31484,,LVL3,IT Consulting,Cloud Security Optimization,,,,Small Business,22/05/2026,13/12/2023,ACC814,SUP3724,,,,,,,,Poole Group,SUP4658,Jill Bush,PM2311,Paul Richardson,,,,,19802,,04/06/2026,Medium,Japan,Port Angela,Completed,High
PRJ2027-206,COMP34876,PROJ6066,ORG58782,,LVL3,Software Development,Cloud Security Optimization,,,,Enterprise,24/01/2026,13/08/2023,ACC825,SUP9690,,,,,,,,Barnes PLC,SUP2944,Yvonne Miller,PM5192,Olivia Hogan,,,,,25035,,02/02/2026,High,Brazil,Whitechester,Completed,Medium
PRJ2024-580,COMP25572,PROJ7734,ORG30885,,LVL1,IT Infrastructure,Network Troubleshooting & Support,,,,Small Business,17/09/2022,02/05/2022,ACC557,SUP7535,,,,,,,,"Marks, Burgess and Ramirez",SUP5298,Kyle Cantrell,PM2884,Alison Dennis,,,,,10771,,02/10/2022,High,Canada,East Nicholas,In Progress,Low
PRJ2027-718,COMP18700,PROJ5565,ORG61376,,LVL1,IT Consulting,Data Analytics Platform Implementation,,,,Small Business,16/05/2022,20/03/2021,ACC709,SUP3437,,,,,,,,Fischer-West,SUP6006,Lisa Walls,PM4292,Brian Holmes,,,,,14668,,05/06/2022,Low,UK,Monicamouth,Completed,Medium
PRJ2028-397,COMP55699,PROJ9828,ORG43177,,LVL1,Software Development,Managed Helpdesk Services,,,,Small Business,,11/03/2021,ACC923,SUP4019,,,,,,,,Edwards Group,SUP7689,Janice Perry,PM2436,Nicholas Alvarado,,,,,14634,,,High,USA,Josechester,In Progress,Medium
PRJ2022-101,COMP56788,PROJ7231,ORG57497,,LVL3,IT Infrastructure,Cloud Security Optimization,,,,Enterprise,10/10/2024,08/09/2024,ACC411,SUP9558,,,,,,,,Garcia-Davenport,SUP4400,Chase Ware,PM2698,Joe Tate,,,,,19338,,13/10/2024,Low,Canada,Wrightville,In Progress,Low
PRJ2028-839,COMP17470,PROJ3930,ORG66067,,LVL2,IT Consulting,IT Audit and Compliance,,,,Small Business,06/01/2022,05/04/2021,ACC936,SUP9351,,,,,,,,Phillips-Klein,SUP1232,Caroline Mclaughlin,PM6586,Angela Griffin,,,,,26701,,21/01/2022,Low,Germany,North Jeffery,In Progress,Low
PRJ2027-423,COMP74651,PROJ1140,ORG29055,,LVL1,IT Infrastructure,CRM Implementation,,,,Small Business,25/10/2026,24/12/2024,ACC973,SUP6543,,,,,,,,Mccall-Johnson,SUP3374,Kelly Krueger,PM6107,Brandon Baker,,,,,19580,,31/10/2026,Low,Australia,West Samantha,In Progress,Low
PRJ2026-643,COMP35114,PROJ6031,ORG55934,,LVL2,IT Infrastructure,IT Audit and Compliance,,,,Small Business,28/07/2025,06/12/2023,ACC987,SUP8583,,,,,,,,"Moreno, Chapman and Avila",SUP8235,Tracey Pearson,PM7957,Allison Cooper,,,,,43945,,16/08/2025,Low,Australia,Owenmouth,In Progress,Low
PRJ2025-532,COMP38891,PROJ5770,ORG75662,,LVL3,IT Consulting,IT Audit and Compliance,,,,Small Business,01/03/2026,24/01/2024,ACC557,SUP1422,,,,,,,,Spencer Group,SUP7745,Diana Johnson,PM9450,Anna Peterson,,,,,10178,,02/03/2026,High,Australia,Raymondhaven,In Progress,Medium
PRJ2021-610,COMP30872,PROJ1948,ORG66022,,LVL2,IT Infrastructure,Client Portal Revamp,,,,Small Business,08/11/2023,26/04/2021,ACC413,SUP4022,,,,,,,,Rose-Ryan,SUP6764,Laura Dunn,PM4836,Jose Carlson,,,,,49403,,16/11/2023,Low,USA,Justinburgh,Completed,Low
PRJ2025-177,COMP79971,PROJ4307,ORG31312,,LVL3,Software Development,Data Analytics Platform Implementation,,,,Enterprise,17/01/2025,16/07/2024,ACC906,SUP5117,,,,,,,,Martinez-Lewis,SUP9460,Jack Berry,PM9466,Brandy Jones,,,,,15092,,24/01/2025,Medium,Italy,Jonesburgh,Completed,Medium
PRJ2025-795,COMP26172,PROJ9086,ORG98219,,LVL3,IT Infrastructure,E-commerce Platform Integration,,,,Small Business,29/12/2022,14/09/2021,ACC748,SUP3672,,,,,,,,"Collins, Edwards and Solomon",SUP3718,Susan Rose,PM4716,Christopher Cruz,,,,,18920,,06/01/2023,High,Australia,North Trevorfurt,Completed,High
PRJ2022-531,COMP21841,PROJ1037,ORG24876,,LVL1,IT Infrastructure,Data Analytics Platform Implementation,,,,Enterprise,28/07/2025,23/02/2023,ACC994,SUP8783,,,,,,,,"Nelson, Lopez and Andrews",SUP6114,Wesley Johnson,PM7243,Philip Waters,,,,,35023,,02/08/2025,Medium,Canada,Scottstad,In Progress,Medium
PRJ2028-192,COMP91029,PROJ3436,ORG18870,,LVL3,Software Development,IT Audit and Compliance,,,,Enterprise,09/02/2022,10/08/2021,ACC956,SUP6874,,,,,,,,Romero-Brown,SUP9713,Andrew Giles,PM7297,Darrell Wu,,,,,18079,,15/02/2022,Medium,UK,West Michaelmouth,Completed,Medium
PRJ2027-779,COMP27485,PROJ4451,ORG56796,,LVL3,Software Development,E-commerce Platform Integration,,,,Enterprise,03/06/2023,02/02/2022,ACC373,SUP4403,,,,,,,,Clark-Deleon,SUP9996,Jennifer Daniel,PM4404,David Young,,,,,25021,,17/06/2023,Medium,France,Jeffreyview,In Progress,Medium
PRJ2027-103,COMP16508,PROJ3199,ORG38898,,LVL1,IT Consulting,Managed Helpdesk Services,,,,Small Business,,07/03/2022,ACC286,SUP9594,,,,,,,,Martinez-Sanchez,SUP1223,Ryan Jacobson,PM2070,Mr. Jason Johnson,,,,,38591,,,Medium,Italy,West Richard,Completed,Low
PRJ2022-705,COMP61593,PROJ8118,ORG89408,,LVL1,Software Development,Cloud Security Optimization,,,,Small Business,21/05/2025,31/08/2024,ACC428,SUP8066,,,,,,,,Williams-Smith,SUP4661,Teresa Church,PM9158,Kathryn Edwards,,,,,21932,,06/06/2025,Low,Canada,East Jessica,In Progress,Low
PRJ2028-654,COMP82441,PROJ4329,ORG58610,,LVL1,IT Consulting,Database Migration,,,,Enterprise,,12/11/2021,ACC276,SUP5642,,,,,,,,Dudley-Benitez,SUP4435,Diana Li,PM4932,Betty Barnett,,,,,15817,,,Low,UK,East Diana,Completed,Medium
PRJ2026-866,COMP43416,PROJ6902,ORG57017,,LVL3,IT Consulting,Data Analytics Platform Implementation,,,,Enterprise,,31/03/2024,ACC156,SUP4375,,,,,,,,Ochoa-Phillips,SUP5928,Katrina Best,PM8026,Curtis Willis,,,,,12078,,,High,Italy,Port Troy,In Progress,Low
PRJ2028-186,COMP93096,PROJ4699,ORG36188,,LVL2,Software Development,Database Migration,,,,Small Business,,22/09/2024,ACC168,SUP7605,,,,,,,,Phelps-Moore,SUP4138,Katrina Padilla,PM8109,Jennifer Camacho,,,,,38402,,,Medium,UK,Hortonborough,Completed,High
PRJ2024-468,COMP58701,PROJ1920,ORG67365,,LVL3,IT Consulting,Managed Helpdesk Services,,,,Enterprise,23/11/2022,01/01/2021,ACC610,SUP8425,,,,,,,,Watson PLC,SUP9917,Ashley Watkins,PM2154,Matthew Washington,,,,,20476,,12/12/2022,High,Germany,Erinville,Completed,Low
PRJ2028-934,COMP76990,PROJ2847,ORG71478,,LVL2,IT Consulting,E-commerce Platform Integration,,,,Small Business,21/01/2022,03/12/2021,ACC265,SUP7421,,,,,,,,"Phillips, Moore and Edwards",SUP6690,Kaylee Leon,PM3875,Jeremy King,,,,,39426,,08/02/2022,Low,UK,Jacobfort,In Progress,High
PRJ2022-425,COMP53578,PROJ7140,ORG63035,,LVL1,IT Consulting,Cloud Security Optimization,,,,Enterprise,,01/09/2022,ACC625,SUP1259,,,,,,,,Hudson-Beck,SUP4758,Nicholas Ellis,PM7840,Christopher Rose,,,,,36414,,,Low,UK,New Adam,Completed,Low
PRJ2027-931,COMP61060,PROJ3800,ORG30943,,LVL2,IT Consulting,Mobile App Development,,,,Enterprise,,21/11/2021,ACC417,SUP9118,,,,,,,,"Wallace, Christensen and Wright",SUP9679,Cynthia Nelson,PM7856,Hannah Carroll,,,,,27771,,,Low,Australia,South Tylerstad,In Progress,High
PRJ2027-394,COMP65990,PROJ1041,ORG72372,,LVL1,IT Infrastructure,IT Audit and Compliance,,,,Enterprise,11/10/2022,12/03/2022,ACC801,SUP6755,,,,,,,,"Greene, Mosley and Barron",SUP5187,Amanda Fields,PM6356,Jesse Zhang,,,,,38652,,21/10/2022,Low,France,Frankchester,Completed,Medium
PRJ2028-111,COMP87453,PROJ1767,ORG28845,,LVL2,Software Development,IT Audit and Compliance,,,,Small Business,16/04/2026,26/11/2024,ACC265,SUP9559,,,,,,,,Johnson Group,SUP1953,David Charles,PM6851,Heather Bradley,,,,,38596,,06/05/2026,Medium,Australia,South Spencermouth,In Progress,Medium
PRJ2027-657,COMP72757,PROJ3919,ORG34029,,LVL1,Software Development,Mobile App Development,,,,Small Business,12/11/2025,03/11/2024,ACC464,SUP2517,,,,,,,,"Carter, Davis and Torres",SUP5438,Alex Orr,PM6069,James Wells,,,,,18681,,14/11/2025,High,Germany,Edwardsville,Completed,High
PRJ2028-300,COMP38843,PROJ6806,ORG21409,,LVL3,IT Infrastructure,Web Application Development,,,,Small Business,22/06/2023,08/05/2023,ACC821,SUP5561,,,,,,,,Flores LLC,SUP2614,Justin Carlson,PM6803,Michelle Eaton,,,,,11338,,07/07/2023,Medium,Brazil,Markberg,In Progress,Medium
PRJ2021-192,COMP85710,PROJ9819,ORG53584,,LVL3,IT Consulting,Client Portal Revamp,,,,Small Business,13/05/2023,11/11/2022,ACC350,SUP9823,,,,,,,,Tran-Rivas,SUP5136,Michael Holmes,PM4240,Joshua Hanna,,,,,16501,,13/05/2023,Low,Italy,Garciaville,Completed,Medium
PRJ2028-468,COMP35141,PROJ1035,ORG74954,,LVL3,Software Development,Managed Helpdesk Services,,,,Small Business,,04/04/2021,ACC587,SUP6996,,,,,,,,Curry and Sons,SUP2984,Christopher King,PM6898,Danielle Barnes,,,,,18876,,,High,Spain,New Jeromeport,In Progress,Medium
PRJ2023-384,COMP25865,PROJ2711,ORG13531,,LVL3,IT Consulting,Cloud Security Optimization,,,,Small Business,27/02/2023,09/08/2022,ACC125,SUP6263,,,,,,,,Bell-Sharp,SUP6957,Margaret Payne,PM5793,Kimberly Charles,,,,,47791,,24/03/2023,High,Germany,East Josephview,In Progress,Low
PRJ2022-260,COMP39052,PROJ9596,ORG69136,,LVL3,Software Development,Data Analytics Platform Implementation,,,,Small Business,,10/01/2022,ACC843,SUP4535,,,,,,,,Williams Inc,SUP2368,Stacy Simpson,PM3205,Dana Mccall,,,,,22982,,,High,Japan,Lake Abigail,Completed,High
PRJ2027-412,COMP81730,PROJ3237,ORG47809,,LVL3,IT Infrastructure,Cloud Security Optimization,,,,Small Business,15/12/2024,06/08/2024,ACC244,SUP1501,,,,,,,,"Mills, Bowen and Matthews",SUP1279,Carl Dickerson,PM8247,Christine Larson,,,,,15503,,18/12/2024,Medium,Japan,West Brenda,Completed,High
PRJ2021-177,COMP22377,PROJ7735,ORG47002,,LVL2,IT Infrastructure,Cloud Security Optimization,,,,Small Business,22/05/2023,15/10/2021,ACC207,SUP7287,,,,,,,,"Beard, Hernandez and Crawford",SUP3957,Ashley Hernandez,PM6165,Kathryn Torres,,,,,38044,,02/06/2023,High,France,Estradaburgh,In Progress,Low
PRJ2027-517,COMP89638,PROJ7620,ORG37775,,LVL2,IT Infrastructure,Network Troubleshooting & Support,,,,Small Business,27/02/2025,12/09/2024,ACC531,SUP9407,,,,,,,,"Richards, Castro and Bradshaw",SUP1621,Joseph Dunn,PM3043,Deanna Miller,,,,,40902,,02/03/2025,High,Australia,South Randallshire,Completed,High
PRJ2028-297,COMP48182,PROJ1178,ORG40326,,LVL2,Software Development,Infrastructure Upgrade,,,,Small Business,26/01/2026,31/10/2023,ACC615,SUP3541,,,,,,,,Brown PLC,SUP1258,Stephanie Munoz,PM9241,Alan Richards,,,,,31365,,20/02/2026,Medium,Australia,Dianaton,In Progress,Medium
PRJ2023-973,COMP45983,PROJ2410,ORG76311,,LVL3,IT Infrastructure,Mobile App Development,,,,Small Business,,12/01/2022,ACC528,SUP8175,,,,,,,,Peters-Dawson,SUP5715,Alan Cruz,PM4080,Rebecca David,,,,,31519,,,High,Italy,New Johnchester,In Progress,Low
PRJ2023-462,COMP25995,PROJ1859,ORG98646,,LVL2,IT Consulting,CRM Implementation,,,,Small Business,13/03/2027,13/08/2024,ACC753,SUP9155,,,,,,,,Bush-Collins,SUP5389,Ralph Francis,PM2688,Jim Davis DDS,,,,,23944,,19/03/2027,Medium,Germany,New Jameschester,Completed,High
PRJ2027-564,COMP60431,PROJ3073,ORG32709,,LVL2,IT Infrastructure,IT Audit and Compliance,,,,Small Business,,03/10/2024,ACC991,SUP3905,,,,,,,,"David, Rivers and Fuller",SUP2829,Alexis Deleon,PM2701,Chad Dunn,,,,,34617,,,Low,Japan,Suzanneburgh,Completed,Low
PRJ2021-962,COMP36094,PROJ4384,ORG31782,,LVL1,Software Development,Mobile App Development,,,,Small Business,15/11/2026,06/05/2024,ACC235,SUP8705,,,,,,,,Grant-Hansen,SUP8238,Martha Stewart,PM2084,Jessica Moon,,,,,31552,,15/11/2026,Low,France,Marcusville,In Progress,Medium
PRJ2024-710,COMP81161,PROJ6312,ORG20180,,LVL1,IT Infrastructure,E-commerce Platform Integration,,,,Small Business,,23/03/2021,ACC615,SUP5911,,,,,,,,Spencer Group,SUP8016,Hannah Carpenter,PM2982,Laura Morrow,,,,,13448,,,Low,France,South Tracy,In Progress,High
PRJ2024-558,COMP14682,PROJ7548,ORG97120,,LVL3,IT Consulting,IT Audit and Compliance,,,,Small Business,19/08/2025,05/11/2023,ACC679,SUP6622,,,,,,,,"Conner, Wallace and Davies",SUP9699,Kimberly Hill,PM5059,Sarah Jordan,,,,,49167,,21/08/2025,Low,USA,Michaelfurt,Completed,Low
PRJ2027-705,COMP84552,PROJ7665,ORG11070,,LVL3,IT Consulting,Web Application Development,,,,Small Business,,02/12/2024,ACC437,SUP8348,,,,,,,,Williams LLC,SUP9445,Jamie Long,PM5459,Darrell Mckinney,,,,,42491,,,Low,Brazil,West Brianshire,In Progress,High
PRJ2027-759,COMP57168,PROJ1144,ORG33136,,LVL2,IT Infrastructure,Web Application Development,,,,Enterprise,07/03/2023,26/02/2021,ACC226,SUP1898,,,,,,,,"Long, Clark and Garcia",SUP9509,Kristin Webb,PM9906,Tyler Martin,,,,,10682,,05/04/2023,Medium,Italy,Crystalville,Completed,Low
PRJ2024-945,COMP53720,PROJ2029,ORG14583,,LVL2,IT Infrastructure,Managed Helpdesk Services,,,,Small Business,,02/08/2021,ACC989,SUP8640,,,,,,,,"Santos, Meyer and Greene",SUP4844,Brett Russell,PM7802,Eric Orozco,,,,,35290,,,Medium,USA,Grayside,Completed,Low
PRJ2024-692,COMP75981,PROJ6303,ORG65034,,LVL3,IT Consulting,Managed Helpdesk Services,,,,Small Business,10/09/2021,01/02/2021,ACC294,SUP2259,,,,,,,,"Young, Rose and Wall",SUP9538,Jon Green,PM4978,Julie Baker,,,,,45152,,07/10/2021,High,Germany,East Sara,In Progress,High
PRJ2024-709,COMP62068,PROJ6008,ORG91841,,LVL2,IT Infrastructure,Web Application Development,,,,Small Business,04/08/2026,14/12/2023,ACC954,SUP9410,,,,,,,,Conley PLC,SUP4818,Erika Escobar,PM7999,Joshua Fitzpatrick,,,,,38380,,08/08/2026,Medium,Brazil,Jasonstad,In Progress,Medium
PRJ2023-550,COMP85174,PROJ1526,ORG29336,,LVL3,IT Consulting,Mobile App Development,,,,Enterprise,07/10/2022,15/09/2021,ACC103,SUP2506,,,,,,,,Villanueva-Chang,SUP3911,Rebecca David,PM5978,Elizabeth Taylor,,,,,24651,,28/10/2022,High,Italy,Karenton,Completed,Medium
PRJ2028-363,COMP32969,PROJ5662,ORG39671,,LVL2,IT Consulting,Database Migration,,,,Small Business,16/06/2025,05/10/2024,ACC720,SUP8575,,,,,,,,"Smith, Alvarez and Leon",SUP9907,Melinda Orr,PM5138,Vanessa Jones MD,,,,,33115,,13/07/2025,Medium,Brazil,Marialand,In Progress,Low
PRJ2022-410,COMP49032,PROJ1326,ORG99616,,LVL3,Software Development,Data Analytics Platform Implementation,,,,Enterprise,19/01/2025,25/03/2023,ACC155,SUP5235,,,,,,,,"Clark, Moran and Johnson",SUP1810,Lori Berger,PM3502,Joyce Mathews,,,,,40909,,13/02/2025,High,Spain,North Michaelburgh,Completed,Medium
